title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Occident,movie,"Comedy, Romance",2002,tt0320194,7.5,2756,
"Hard Times",movie,"Comedy, Crime",2009,tt1292652,5.9,3085,
"The Slasher",movie,"Crime, Drama, Film-Noir",1953,tt0044515,6.1,544,
"How Much Does the Trojan Horse Weigh?",movie,"Comedy, Drama, Romance",2008,tt1344726,5.8,1227,
"Going by the Book",movie,"Action, Comedy",2007,tt1193460,7.3,2253,
"Attack the Gas Station! 2",movie,"Action, Comedy",2010,tt1442512,6.1,397,
"Sailor Beware",movie,"Comedy, Musical, Romance",1952,tt0043989,6.2,1503,
"The Art of Fighting",movie,"Comedy, Drama",2006,tt0496853,6.6,729,
"The Forbidden Door",movie,"Horror, Mystery, Thriller",2009,tt1288645,6.6,2985,
"The Good Guy",movie,"Comedy, Romance",2009,tt1247662,5.7,9953,
"What's Up with Cinta?",movie,"Drama, Romance",2002,tt0307920,7.7,3403,
Gie,movie,"Biography, Drama, History",2005,tt0459327,7.6,1131,
"Joni's Promise",movie,"Adventure, Comedy, Drama",2005,tt0441641,7.6,1665,
"Dragon Ball Z: The World's Strongest",movie,"Action, Adventure, Animation",1990,tt0142240,6.6,7856,
"Dragon Ball Z: The Tree of Might",movie,"Action, Adventure, Animation",1990,tt0142233,6.7,9188,
"Dragon Ball Z: Lord Slug",movie,"Action, Animation, Fantasy",1991,tt0142244,6.5,7127,
"Dragon Ball Z: The Return of Cooler",movie,"Action, Animation, Fantasy",1992,tt0142237,6.9,9079,
"Dragon Ball Z: Super Android 13!",movie,"Action, Animation, Sci-Fi",1992,tt0142241,7,8476,
"Dragon Ball Z: Bojack Unbound",movie,"Action, Animation, Fantasy",1993,tt0142238,7.1,7629,
"Dragon Ball Z: Bio-Broly",movie,"Action, Animation, Sci-Fi",1994,tt0142234,5.8,6296,
"Dragon Ball Z: Fusion Reborn",movie,"Action, Animation, Sci-Fi",1995,tt0142236,7.6,13190,
"Dragon Ball Z: Wrath of the Dragon",movie,"Action, Animation, Sci-Fi",1995,tt0142243,7.4,10473,
Phobia,movie,"Drama, Horror, Mystery",2008,tt1292575,6.6,3833,
"20th Century Boys 3: Redemption",movie,"Adventure, Fantasy",2009,tt1181919,6.4,1310,
"Dragon Ball: Curse of the Blood Rubies",movie,"Action, Adventure, Animation",1986,tt0142251,6.7,3961,
"Dragon Ball: Sleeping Princess in Devil's Castle",movie,"Action, Adventure, Animation",1987,tt0142249,6.5,3197,
"Dragon Ball: The Path to Power",movie,"Action, Adventure, Animation",1996,tt0142250,7.2,3137,
"Dr. Petiot",movie,"Biography, Crime, Drama",1990,tt0099446,6.8,850,
"The Awakening",movie,Horror,1980,tt0080402,4.9,3086,
"Once in a Lifetime: The Extraordinary Story of the New York Cosmos",movie,"Documentary, Sport",2006,tt0489247,7.2,1561,
"Winning Time: Reggie Miller vs. The New York Knicks",movie,"Biography, Documentary, History",2010,tt1501757,8,2308,
"Camping à la ferme",movie,Comedy,2005,tt0428293,5.6,364,
"Detective Conan: Crossroad in the Ancient Capital",movie,"Action, Adventure, Animation",2003,tt1133935,7.1,2823,
"Detective Conan: Magician of the Silver Sky",movie,"Action, Animation, Comedy",2004,tt1133559,7,2632,
"Detective Conan: Strategy Above the Depths",movie,"Action, Adventure, Animation",2005,tt1133936,7,2300,
"Detective Conan: The Private Eyes' Requiem",movie,"Action, Adventure, Animation",2006,tt0498536,7.1,2378,
"Detective Conan: Full Score of Fear",movie,"Action, Adventure, Animation",2008,tt1155696,6.7,2188,
Somewhere,movie,"Comedy, Drama, Romance",2010,tt1421051,6.3,47807,
"Mobile Suit Gundam I",movie,"Action, Adventure, Animation",1981,tt0159509,7,2592,
"Mobile Suit Gundam II: Soldiers of Sorrow",movie,"Action, Animation, Drama",1981,tt0159510,7.1,1820,
"Mobile Suit Gundam III: Encounters in Space",movie,"Action, Animation, Drama",1982,tt0159511,7.5,1750,
"Blood from the Mummy's Tomb",movie,Horror,1971,tt0068290,5.6,4089,
"Dragon Ball Z: Bardock - The Father of Goku",movie,"Action, Animation, Drama",1990,tt0142245,7.8,6787,
"Dragon Ball Z: The History of Trunks",movie,"Action, Adventure, Animation",1993,tt0142247,7.8,6630,
"L'allenatore nel pallone",movie,"Comedy, Sport",1984,tt0086874,6.9,2855,
"Tales from the Golden Age",movie,"Comedy, History",2009,tt1422122,7.8,6301,
"Loves of a Blonde",movie,"Comedy, Drama, Romance",1965,tt0059415,7.4,9916,
"My Afternoons with Margueritte",movie,"Comedy, Drama",2010,tt1455151,7.2,7814,
"Radio Star",movie,"Comedy, Drama, Music",2006,tt0891577,7,481,
Sergio,movie,"Biography, Documentary",2009,tt1333656,7.4,980,
"Little Fockers",movie,"Comedy, Romance",2010,tt0970866,5.5,123125,
"October Sonata",movie,"Drama, Romance",2009,tt1706475,6.9,102,
Paul,movie,"Adventure, Comedy, Sci-Fi",2011,tt1092026,6.9,275011,
Red,movie,"Action, Comedy, Crime",2010,tt1245526,7,332383,
Contagion,movie,"Drama, Thriller",2011,tt1598778,6.8,324663,
"Cats & Dogs: The Revenge of Kitty Galore",movie,"Action, Comedy, Family",2010,tt1287468,4.4,16800,
"The Dream House",movie,Comedy,1993,tt0106779,5.6,3766,
"Little Crumb",movie,"Drama, Family",1999,tt0205190,6.5,2772,
"Someone Special",movie,"Comedy, Romance",2004,tt0409696,7,1166,
"Fear in the Night",movie,"Horror, Mystery, Thriller",1972,tt0068577,5.9,2653,
"Two Way Stretch",movie,"Comedy, Crime",1960,tt0054417,6.8,2866,
Western,movie,"Comedy, Romance",1997,tt0120494,6.7,1185,
"Caliber 9",movie,"Action, Crime, Thriller",1972,tt0067429,7.4,5154,
"The Big Pardon",movie,"Crime, Drama",1982,tt0082471,5.8,860,
"To the Devil a Daughter",movie,Horror,1976,tt0075334,5.8,5291,
"The Best Job in the World",movie,"Comedy, Drama",1996,tt0117351,5.8,1284,
Drop,movie,Comedy,2009,tt1237958,6.3,366,
"Genius Party",movie,"Action, Adventure, Animation",2007,tt0962762,6.9,1770,
"Art of the Devil",movie,"Horror, Mystery, Thriller",2004,tt0444759,4.7,1660,
Harmony,movie,Drama,2010,tt1588356,7.5,899,
"Jeon Woochi",movie,"Action, Adventure, Comedy",2009,tt1274293,6.6,3533,
"Les démons de Jésus",movie,Comedy,1997,tt0119034,6.8,827,
"His Majesty Minor",movie,"Comedy, Fantasy",2007,tt0870921,4,1015,
"One Way Ticket",movie,"Adventure, Comedy, Drama",2001,tt0242981,4.8,210,
"Let's Be Friends",movie,"Comedy, Drama, Romance",2005,tt0399222,6,1267,
"Straight on Till Morning",movie,Thriller,1972,tt0069318,5.7,1573,
"A Millionaire's First Love",movie,"Drama, Romance",2006,tt0757157,7.2,5493,
"Miracle on 1st Street",movie,"Comedy, Romance, Sport",2007,tt0983991,6.4,472,
"Whispering Corridors",movie,"Drama, Horror, Mystery",1998,tt0241073,5.9,3605,
"Baby Blood",movie,Horror,1990,tt0096871,6,2527,
"Demons 2",movie,Horror,1986,tt0090930,5.9,12715,
Fright,movie,"Horror, Thriller",1971,tt0067119,5.8,2368,
"I guerrieri dell'anno 2072",movie,"Action, Sci-Fi, Thriller",1984,tt0085627,4.8,1881,
Hold-Up,movie,"Comedy, Crime",1985,tt0089284,6.5,3385,
Hikers,movie,"Comedy, Romance",1997,tt0119981,5.9,2140,
"Ghislain Lambert's Bicycle",movie,"Comedy, Drama, Sport",2001,tt0252665,6.5,2487,
"Cop or Hood",movie,"Action, Comedy, Crime",1979,tt0077563,6.5,3314,
Cowards,movie,Drama,2008,tt1056419,5.7,625,
"3 Ninjas: Knuckle Up",movie,"Action, Comedy, Family",1995,tt0112255,4.4,6589,
"Mutiny on the Buses",movie,Comedy,1972,tt0068981,5.8,1598,
"The Inheritance or Fuckoffguysgoodday",movie,Comedy,1992,tt0106693,7.6,2759,
"The Emigrants",movie,"Drama, History",1971,tt0067919,8,7919,
"I Hate Luv Storys",movie,"Comedy, Drama, Romance",2010,tt1667838,5.7,8988,
Suddenly,movie,Drama,2006,tt0836710,6.4,1607,
"The Green Hornet",movie,"Action, Comedy, Crime",2011,tt0990407,5.8,166996,
50/50,movie,"Comedy, Drama, Romance",2011,tt1306980,7.6,348173,
"Endless Night",movie,"Crime, Drama, Mystery",1972,tt0067052,6,2673,
"The Man Who Copied",movie,"Comedy, Crime, Drama",2003,tt0367859,7.6,11989,
"Bibi Blocksberg and the Secret of Blue Owls",movie,"Comedy, Family, Fantasy",2004,tt0386327,5.5,819,
"The Face at the Window",movie,"Drama, Horror",1939,tt0031289,5.9,858,
"Don 2",movie,"Action, Crime, Thriller",2011,tt1285241,7.1,59950,
"I Am Love",movie,"Drama, Romance",2009,tt1226236,7,24998,
"Men in Black³",movie,"Action, Adventure, Comedy",2012,tt1409024,6.8,401042,
"Mr. Handy",movie,"Comedy, Romance",2004,tt0398045,6.2,313,
"Always: Sunset on Third Street 2",movie,"Comedy, Drama, Family",2007,tt0953981,7.5,1164,
"The Client List",movie,Drama,2010,tt1625340,5.6,8658,
"Love Now",movie,"Adventure, Drama, Romance",2007,tt1159223,6,434,
"The Switch",movie,"Comedy, Drama, Romance",2010,tt0889573,6.1,115105,
"One Hand Can't Clap",movie,Comedy,2003,tt0366635,6.7,1318,
"Pacho, hybský zbojník",movie,Comedy,1976,tt0073504,7.9,446,
"Step Up 3D",movie,"Drama, Music, Romance",2010,tt1193631,6.2,61436,
"Unresolved Sexual Tension",movie,"Comedy, Romance",2010,tt1490759,5.5,1435,
"A Better Tomorrow III: Love and Death in Saigon",movie,"Action, Crime, War",1989,tt0098691,5.9,3865,
"Peppermint Candy",movie,Drama,1999,tt0247613,7.6,11686,
Faster,movie,"Action, Crime, Drama",2010,tt1433108,6.4,115151,
"Angels One Five",movie,"Drama, War",1952,tt0046714,6.5,1405,
"The President's Last Bang",movie,"Comedy, Drama, History",2005,tt0445396,6.9,1628,
"Tricky Brains",movie,"Comedy, Romance",1991,tt0103328,7,3172,
"From Beijing with Love",movie,"Action, Comedy, Thriller",1994,tt0109962,7.1,8386,
"Let Me In",movie,"Drama, Fantasy, Horror",2010,tt1228987,7.1,130547,
"Paranormal Activity 2",movie,"Horror, Mystery",2010,tt1536044,5.7,112765,
"Saw 3D",movie,"Crime, Horror, Mystery",2010,tt1477076,5.5,114697,
"The Sword with No Name",movie,"Action, Drama, History",2009,tt1465518,6.1,1224,
"Scream 4",movie,"Horror, Mystery",2011,tt1262416,6.2,180863,
Oldboys,movie,"Comedy, Drama",2009,tt1298847,6.6,1731,
"One Piece: Strong World",movie,"Action, Adventure, Animation",2009,tt1485763,7.4,7861,
"Dhan Dhana Dhan Goal",movie,"Drama, Sport, Thriller",2007,tt1120897,5.1,2995,
"The Smurfs",movie,"Adventure, Animation, Comedy",2011,tt0472181,5.4,100757,
Guzaarish,movie,"Drama, Romance",2010,tt1438298,7.4,20322,
"Chico Xavier",movie,"Biography, Drama",2010,tt1234559,7.1,2033,
Sunny,movie,"Drama, Music, Romance",2008,tt1275830,6.4,469,
"Colonel Chabert",movie,"Drama, History, Romance",1994,tt0109454,6.9,2144,
"God Forgives... I Don't!",movie,Western,1967,tt0061576,6.2,5861,
"No Strings Attached",movie,"Comedy, Romance",2011,tt1411238,6.2,250294,
"My Life",movie,Drama,1993,tt0107630,6.8,12602,
"Fantozzi Against the Wind",movie,Comedy,1980,tt0080719,7.1,3530,
"The Oak",movie,"Comedy, Drama",1992,tt0103969,7.9,4089,
"Due Date",movie,"Comedy, Drama",2010,tt1231583,6.5,365484,
"The Accompanist",movie,"Drama, Music, Romance",1992,tt0103616,6.9,1038,
"Tous les matins du monde",movie,"Biography, Drama, History",1991,tt0103110,7.5,8218,
"The George McKenna Story",movie,"Biography, Drama",1986,tt0091106,6,1144,
Jargo,movie,"Crime, Drama",2004,tt0432906,6,290,
"Haunted Universities",movie,Horror,2009,tt1743701,5.3,234,
Uranus,movie,"Comedy, Drama, History",1990,tt0100851,7,1579,
"Once a Gangster",movie,"Action, Comedy, Crime",2010,tt1611840,5.7,575,
"Love in a Puff",movie,"Comedy, Drama, Romance",2010,tt1602479,7.1,2988,
"Kapitein Rob en het geheim van professor Lupardi",movie,Adventure,2007,tt0887750,5.5,272,
"Sugar Baby",movie,"Comedy, Drama, Romance",1985,tt0090377,6.6,1029,
"Entre Nous",movie,"Biography, Drama, Romance",1983,tt0085370,7,2406,
"City on Fire",movie,"Action, Crime, Drama",1987,tt0093435,7.1,7644,
"Choice of Arms",movie,"Crime, Drama",1981,tt0082173,6.9,2176,
Pixote,movie,"Crime, Drama",1980,tt0082912,7.9,9998,
Céleste,movie,"Biography, Drama, History",1980,tt0082225,6.8,299,
"The Horse of Pride",movie,Drama,1980,tt0078962,6.2,320,
"Un si joli village...",movie,"Crime, Drama, Mystery",1979,tt0078441,6.4,213,
"The Classic",movie,"Drama, Romance",2003,tt0348568,7.7,10599,
Burlesque,movie,"Drama, Music, Musical",2010,tt1126591,6.4,96687,
"My Wife Is a Gangster 3",movie,"Action, Comedy, Drama",2006,tt0439654,6.3,1887,
"Suspect X",movie,"Crime, Drama, Mystery",2008,tt1160629,7.4,4244,
"Wee Geordie",movie,"Comedy, Drama, Romance",1955,tt0048112,6.8,964,
"Generazione mille euro",movie,Comedy,2009,tt1272014,6.2,1079,
"The Final Programme",movie,"Comedy, Fantasy, Sci-Fi",1973,tt0070289,5.4,1168,
"Kalde føtter",movie,Comedy,2006,tt0494241,4.6,476,
"The New Land",movie,"Drama, Western",1972,tt0069035,8,5612,
Bestseller,movie,"Horror, Mystery, Thriller",2010,tt1655617,6.1,1255,
Mirush,movie,"Crime, Drama",2007,tt0899216,6.9,711,
Skyline,movie,"Action, Sci-Fi, Thriller",2010,tt1564585,4.5,93424,
"Diabolically Yours",movie,"Crime, Drama, Thriller",1967,tt0061568,6,2082,
"Heavens Above!",movie,Comedy,1963,tt0057134,6.7,1770,
"The Love Lottery",movie,"Comedy, Musical, Romance",1954,tt0046013,5.4,370,
"How Do You Know",movie,"Comedy, Drama, Romance",2010,tt1341188,5.4,56270,
"Arthur 3: The War of the Two Worlds",movie,"Adventure, Animation, Family",2010,tt0940656,5.5,11028,
"The Nun",movie,"Drama, Horror, Thriller",2005,tt0371853,4.1,3649,
"Queen to Play",movie,Drama,2009,tt1082009,6.9,3317,
"The Wrong Arm of the Law",movie,"Comedy, Crime",1963,tt0056704,6.7,2518,
"The Elusive Corporal",movie,"Comedy, Drama, War",1962,tt0055827,7,1090,
"The Colossus of Rhodes",movie,"Adventure, Drama, History",1961,tt0054756,5.8,4546,
Konga,movie,"Horror, Sci-Fi, Thriller",1961,tt0055058,4.5,2271,
SuperBrother,movie,"Adventure, Drama, Fantasy",2009,tt1285313,5.7,286,
Ghostbusters,movie,"Action, Comedy, Fantasy",2016,tt1289401,6.8,253388,
Baytong,movie,Drama,2003,tt0398238,7,188,
"Picnic on the Grass",movie,"Comedy, Romance",1959,tt0052765,6.5,1505,
"Room at the Top",movie,"Drama, Romance",1958,tt0053226,7.5,7826,
"Court Martial",movie,Drama,1954,tt0047923,6.9,821,
"Ong Bak 3",movie,Action,2010,tt1653690,4.9,15130,
"An American in Rome",movie,Comedy,1954,tt0046705,6.9,2056,
Hormones,movie,Comedy,2008,tt1208717,7,1046,
"Love & Other Drugs",movie,"Comedy, Drama, Romance",2010,tt0758752,6.7,236746,
"Diary of a Country Priest",movie,Drama,1951,tt0042619,7.7,13218,
Yuva,movie,"Action, Drama, Thriller",2004,tt0382383,7.3,9582,
Carlos,movie,"Biography, Crime, Drama",2010,tt1321865,7.6,14739,
"Scott of the Antarctic",movie,"Action, Adventure, Biography",1948,tt0040761,7,2626,
"Monsieur Vincent",movie,"Biography, Drama, History",1947,tt0039632,7,1121,
"The Next Three Days",movie,"Action, Crime, Drama",2010,tt1458175,7.3,211773,
"Sacred Heart",movie,Drama,2005,tt0429898,6.3,2054,
"Piranha 3D",movie,"Comedy, Horror",2010,tt0464154,5.5,99723,
"Happiness Is in the Field",movie,Comedy,1995,tt0112556,7,3109,
"Madame Irma",movie,Comedy,2006,tt0498116,5.6,877,
"Blame It on Mum",movie,Drama,2009,tt1401625,5.8,461,
"The Little Devil",movie,"Comedy, Fantasy, Romance",1988,tt0095869,6.9,4312,
"The Comics 2",movie,Comedy,1991,tt0103991,5.4,1177,
"Go! Anpanman: Ruby's Wish",movie,"Adventure, Animation, Family",2003,,,,
"La Marseillaise",movie,"Drama, History, Music",1938,tt0030424,7,1460,
Mayerling,movie,"Drama, Romance",1936,tt0027951,7,1006,
"Nee Dtaam Galileo",movie,"Comedy, Drama, Romance",2009,tt1865460,6.6,420,
"Tomorrow, When the War Began",movie,"Action, Adventure, Drama",2010,tt1456941,6.1,32441,
"I Spit on Your Grave",movie,"Horror, Thriller",2010,tt1242432,6.2,98543,
"Soul Surfer",movie,"Biography, Drama, Family",2011,tt1596346,7,54578,
Devil,movie,"Horror, Mystery, Thriller",2010,tt1314655,6.3,162663,
"The Kite",movie,Drama,2003,tt0377610,6.4,797,
"Nang Nak",movie,"Action, Horror, Romance",1999,tt0217680,6.5,2006,
"Sam Kinison: Breaking the Rules",movie,"Comedy, Documentary",1987,tt0307403,7.2,739,
"The Company Men",movie,Drama,2010,tt1172991,6.7,49870,
Chaos,movie,"Comedy, Crime, Drama",2001,tt0265116,7,2558,
"The Colours of Infinity",movie,Documentary,1995,tt0241317,7.7,573,
"Le baltringue",movie,"Action, Comedy",2010,tt1405807,1.8,381,
"Dragon Ball Z: Broly - Second Coming",movie,"Action, Adventure, Animation",1994,tt0142239,6.5,6775,
"The Tales of Hoffmann",movie,"Fantasy, Music, Musical",1951,tt0044103,7.1,4309,
Carnage,movie,"Comedy, Drama, Romance",2002,tt0280523,6.1,757,
Hector,movie,Comedy,1987,tt0093169,6.8,2244,
Noodle,movie,"Comedy, Drama",2007,tt0892332,7.4,959,
"Bit by Bit",movie,Comedy,2002,tt0323084,4.8,914,
"A Woman, a Gun and a Noodle Shop",movie,"Comedy, Drama",2009,tt1428556,5.6,3549,
"The Dilemma",movie,"Comedy, Drama",2011,tt1578275,5.3,57887,
Hellphone,movie,"Comedy, Horror",2007,tt0775480,5.1,2077,
Hereafter,movie,"Drama, Fantasy, Romance",2010,tt1212419,6.5,97193,
"Seasons change: Phror arkad plian plang boi",movie,"Comedy, Drama, Music",2006,tt0880477,7.6,1025,
"Animal Kingdom",movie,"Crime, Drama, Thriller",2010,tt1313092,7.2,62019,
"Inside Job",movie,"Crime, Documentary",2010,tt1645089,8.2,81328,
"Le pari",movie,Comedy,1997,tt0119863,6.3,4542,
"Blue Gate Crossing",movie,"Drama, Romance",2002,tt0333764,7.4,4583,
"In a Better World",movie,"Drama, Romance",2010,tt1340107,7.6,42543,
"One Piece: Chopper's Kingdom in the Strange Animal Island",movie,"Action, Adventure, Animation",2002,tt0997084,6.2,2574,
"One Piece: Dead End Adventure",movie,"Action, Adventure, Animation",2003,tt1006926,7.1,3115,
"One Piece: The Cursed Holy Sword",movie,"Action, Adventure, Animation",2004,tt1010435,6.5,2762,
"One Piece: Baron Omatsuri and the Secret Island",movie,"Action, Adventure, Animation",2005,tt1018764,7.2,3615,
"One Piece: The Giant Mechanical Soldier of Karakuri Castle",movie,"Action, Animation, Comedy",2006,tt1059950,6.4,2129,
"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",movie,"Action, Animation, Comedy",2008,tt1206326,6.9,1948,
Babies,movie,Documentary,2010,tt1020938,7,7536,
"Race 2",movie,"Action, Crime, Thriller",2013,tt1375789,5.4,18030,
"Eating Air",movie,"Action, Romance",1999,tt0190377,5.9,194,
"Dodging the Clock",movie,Comedy,2005,tt0437230,7,1314,
"The Grandmaster",movie,"Action, Biography, Drama",2013,tt1462900,6.6,37789,
"Weddings and Other Disasters",movie,Comedy,2010,tt1274297,5.4,656,
"Green Lantern",movie,"Action, Adventure, Sci-Fi",2011,tt1133985,5.5,303493,
"Art of the Devil II",movie,"Fantasy, Horror, Mystery",2005,tt0756222,5.9,1786,
"Battle Los Angeles",movie,"Action, Adventure, Sci-Fi",2011,tt1217613,5.7,187807,
Trust,movie,"Crime, Drama, Mystery",2010,tt1529572,6.9,45415,
"Ensemble, nous allons vivre une très, très grande histoire d'amour...",movie,Comedy,2010,tt1466569,4.5,210,
"House of Angels: The Second Summer",movie,"Comedy, Drama",1994,tt0111862,5.4,2443,
"We Are Family",movie,"Comedy, Drama, Family",2010,tt1428459,5.7,3544,
"Mr. Orchid",movie,"Comedy, Drama, War",1946,tt0038863,6.8,333,
Chamatkar,movie,"Comedy, Drama, Fantasy",1992,tt0126234,6.5,7456,
"The King and the Clown",movie,"Drama, History",2005,tt0492835,7.3,6149,
"The Snowdrop Festivities",movie,"Comedy, Drama",1984,tt0086319,7.5,1726,
"There Be Dragons",movie,"Biography, Drama, War",2011,tt1316616,5.7,5206,
"A Million",movie,Thriller,2009,tt1535419,5.4,533,
"Blood Rain",movie,"Mystery, Thriller",2005,tt0462684,6.5,1305,
"City of Fathers",movie,"Action, Drama",2009,tt5781338,5.9,38,
"Dust to Dust",movie,Comedy,2000,tt0262698,6.9,1076,
Sebbe,movie,Drama,2010,tt1548629,6.5,1404,
"Footy Legends",movie,"Comedy, Drama, Sport",2006,tt0477647,5.9,613,
"The Housemaid",movie,"Drama, Thriller",2010,tt1314652,6.4,13524,
"The Hangover Part II",movie,Comedy,2011,tt1411697,6.5,557111,
"Fighting Spirit: Champion Road",movie,"Action, Animation, Comedy",2003,tt0805540,8.2,2225,
"Fighting Spirit: Mashiba vs. Kimura",movie,"Action, Animation, Sport",2003,tt3354378,8.1,1581,
"Unfair: The Movie",movie,"Action, Crime, Drama",2007,tt0906671,5,221,
Udaan,movie,Drama,2010,tt1639426,8.1,48584,
"Six-Five Special",movie,Musical,1958,tt0051336,5.8,154,
"Love for All Seasons",movie,"Comedy, Romance",2003,tt0374009,5.6,537,
"Tokyo Raiders",movie,"Action, Comedy, Drama",2000,tt0233600,5.8,2684,
"Fly Me to Polaris",movie,"Drama, Fantasy, Romance",1999,tt0213314,7.1,1200,
"Sukeban deka",movie,"Action, Drama",1987,tt0188212,6.2,263,
"Barcelona (A Map)",movie,Drama,2007,tt0996918,5.9,243,
"Louis C.K.: Hilarious",movie,Comedy,2010,tt1421373,8.3,13084,
Fatal,movie,"Comedy, Music",2010,tt1473357,5.9,2693,
"Source Code",movie,"Action, Drama, Mystery",2011,tt0945513,7.5,568251,
"Everything Must Go",movie,"Comedy, Drama",2010,tt1531663,6.4,54248,
"The Butterfly",movie,"Adventure, Comedy, Drama",2002,tt0329485,7.1,3456,
"Night of the Eagle",movie,"Drama, Horror",1962,tt0056279,6.9,4399,
"Gnomeo & Juliet",movie,"Adventure, Animation, Comedy",2011,tt0377981,5.9,61992,
"Little Rose",movie,"Drama, History, Romance",2010,tt1617178,7,1892,
"The Ten Lives of Titanic the Cat",movie,"Family, Mystery",2007,tt1087873,5.1,233,
"The Apple War",movie,"Comedy, Fantasy",1971,tt0068025,6.6,2265,
"Al bar dello sport",movie,Comedy,1983,tt0085148,6.3,837,
"The Happy Housewife",movie,"Comedy, Drama, Romance",2010,tt0920459,6.7,3054,
Malefique,movie,"Fantasy, Horror, Mystery",2002,tt0309832,6.2,4716,
"The Small Back Room",movie,"Drama, Romance, Thriller",1949,tt0041886,7.1,3541,
"Troll Hunter",movie,"Drama, Fantasy, Thriller",2010,tt1740707,6.9,81473,
"Karla's World",movie,"Comedy, Drama, Family",2007,tt0988106,5.6,304,
"Demons of the Mind",movie,"Horror, Thriller",1972,tt0066982,5.3,2062,
